Date,BTC Price,Nasdaq Price,Nasdaq Crypto Price,Crypto Fear & Greed Index,VIX Index,Solana Price
2021-04-26,0.7201440735790976,0.5810945986420277,0.7157064827036246,0.23595505617977525,0.08160383320240902,0.16818126686482665
2021-04-27,0.7349924514050463,0.5862275418951708,0.6886845531157133,0.49438202247191015,0.0804743694079603,0.1653273190358032
2021-04-28,0.7319326104936617,0.5785614271021051,0.687558612538983,0.595505617977528,0.0765212595916602,0.1714684402395929
2021-04-29,0.7132930098328945,0.5934937504930167,0.6472133749199045,0.5168539325842696,0.08118030110982885,0.16231491942103615
2021-04-30,0.7748830755983407,0.5911606083395624,0.7072621789212206,0.5056179775280898,0.0952986120047086,0.16423219488553675
2021-05-01,0.7760264010923874,0.5932715719080216,0.7207105914609133,0.696629213483146,0.09388677552951243,0.18958644390686916
2021-05-02,0.7584529904526787,0.5953825354764807,0.7341590040006061,0.6741573033707866,0.09247493905431624,0.17945934654413997
2021-05-03,0.7668099450908699,0.5974934990449399,0.7476074165402988,0.6179775280898876,0.09106310257912006,0.17575490499091145
2021-05-04,0.7100400148151722,0.6044930017941614,0.7382247931520849,0.696629213483146,0.10758152740327095,0.1633559272822644
2021-05-05,0.7700944251455217,0.6045596782563174,0.769187478966685,0.47191011235955055,0.1029224858851023,0.17184608809078333
2021-05-06,0.7550092500199685,0.6047597076427857,0.7626195996446941,0.6629213483146068,0.09219256637356879,0.1661657819974425
2021-05-07,0.7691018722600149,0.611292551445773,0.7661850423458061,0.651685393258427,0.06819145400939788,0.1650023260681368
2021-05-08,0.7903515767472793,0.6090038094078504,0.7711891033806044,0.6853932584269662,0.08216857856390389,0.17431477104593665
2021-05-09,0.7819616459775134,0.6067150673699279,0.7761931644154028,0.752808988764045,0.09614570311840989,0.16954989527131234
2021-05-10,0.7471293883184233,0.6044263253320052,0.7811972254502011,0.7415730337078652,0.1101228276729159,0.16405276676408032
2021-05-11,0.7595320268276027,0.5790946862216371,0.7945205334813683,0.6179775280898876,0.14090074973232022,0.17050676160293946
2021-05-12,0.6486270452137317,0.569961994416571,0.778570102354899,0.696629213483146,0.22208103737787857,0.16230241628497086
2021-05-13,0.6569317541895494,0.5868941539390149,0.6759241795810436,0.28089887640449435,0.15911335678387376,0.15665477777145584
2021-05-14,0.6593445747245379,0.6099593273580848,0.7121411115862482,0.2247191011235955,0.09812225802655991,0.16331068275801397
2021-05-15,0.6135330430946282,0.6086038523533918,0.6737349103349585,0.23595505617977525,0.10240481161324567,0.16618757022510763
2021-05-16,0.6090679601798012,0.6072483773486986,0.6353287090836689,0.15730337078651685,0.10668736519993142,0.1806583338176123
2021-05-17,0.5662191762599609,0.6058929023440056,0.5969225078323792,0.23595505617977525,0.11096991878661719,0.1793518372879847
2021-05-18,0.5569975587769795,0.5938270565149388,0.5734659493618444,0.16853932584269662,0.13384159428488038,0.2143637920302469
2021-05-19,0.4702742325210409,0.5871608597876392,0.4905235213864911,0.19101123595505615,0.14570097759086262,0.1338597450387932
2021-05-20,0.5257748398051787,0.6039597426746295,0.4839557136482355,0.056179775280898875,0.12438232490816933,0.17114634055961103
2021-05-21,0.4747117301849329,0.6066928673121619,0.396697287504352,0.14606741573033707,0.117040796779982,0.14819951355521357
2021-05-22,0.47811698890584003,0.6090260348952358,0.4164008061640993,0.06741573033707865,0.10880511542463552,0.11918745510205789
2021-05-23,0.4375070835956549,0.6113592024783095,0.4361043248238466,0.0898876404494382,0.10056943406928902,0.09354370017221017
2021-05-24,0.4952848218020747,0.6136923700613834,0.4558078434835939,0.0449438202247191,0.09233375271394254,0.11906358253264598
2021-05-25,0.490825187117682,0.6096260213361626,0.4188402844272357,0.1797752808988764,0.09854581704768109,0.11408526036376421
2021-05-26,0.5039207831882864,0.6172255359559307,0.4445487240512314,0.1797752808988764,0.07765072338610893,0.13553391052943398
2021-05-27,0.491335313535697,0.6207586255616195,0.45299302783363543,0.23595505617977525,0.06889735878272549,0.1279678008559977
2021-05-28,0.45111722201841536,0.6306246058726859,0.3850628545464128,0.16853932584269662,0.06917973146347292,0.11037887026985019
2021-05-29,0.4352385551424793,0.6256082701394576,0.3895665214083539,0.1348314606741573,0.07320344791423036,0.10394414679360409
2021-05-30,0.45083127594531563,0.6205919344062294,0.39407018827029505,0.0449438202247191,0.0772271643649878,0.10868930097462365
2021-05-31,0.4751252221999848,0.6155755986730012,0.39857385513223614,0.1348314606741573,0.08125088081574525,0.12499454919500298
2021-06-01,0.4656126118620278,0.6105592629397729,0.3790579813046547,0.15730337078651685,0.08527459726650269,0.11790921241237005
2021-06-02,0.478682916673459,0.6264915806853089,0.409082347513445,0.19101123595505615,0.07934490561351154,0.12940626673205233
2021-06-03,0.5026664858427661,0.6346243544246088,0.3967911337816802,0.20224719101123595,0.08725117910319372,0.15074597575939644
2021-06-04,0.4686881092671861,0.6490900188692863,0.38449992004991534,0.23595505617977525,0.06437950360493053,0.14279054175232855
2021-06-05,0.448978877597718,0.6461346647875196,0.38105962957981926,0.20224719101123595,0.06437950360493053,0.15118903257859787
2021-06-06,0.4535363510307486,0.6431793107057527,0.3776193391097232,0.12359550561797752,0.06437950360493053,0.16172609109221872
2021-06-07,0.4197442465862212,0.640223956623986,0.3741790486396271,0.10112359550561797,0.06437950360493053,0.14606918288075982
2021-06-08,0.41845118077992766,0.6406239391080641,0.3272659316985576,0.07865168539325842,0.07355640030089414,0.15866686745431224
2021-06-09,0.47530530055328063,0.6416905336359864,0.3685494173397103,0.0898876404494382,0.08513341092612894,0.1606557370273331
2021-06-10,0.4658720623302795,0.6366241905561412,0.36573467327348747,0.16853932584269662,0.059861648427135566,0.1570449287587116
2021-06-11,0.47514787536863196,0.6672222021328229,0.3708012984931713,0.16853932584269662,0.05350839775302332,0.13749300581031354
2021-06-12,0.4489870786182662,0.6721329668009707,0.3820604417867789,0.24719101123595505,0.05699091336328534,0.13902386499053893
2021-06-13,0.5010382104902895,0.6770437314691186,0.39331958508038656,0.19101123595505615,0.060473428973547357,0.14803537852580395
2021-06-14,0.5174906047058345,0.6819544961372663,0.40457872837399417,0.24719101123595505,0.06395594458380938,0.14781333345768813
2021-06-15,0.5202476960544646,0.6894873342948782,0.4021392262496127,0.3595505617977528,0.07285049552756656,0.15725765921188384
2021-06-16,0.49001535067599705,0.6965535897951141,0.3948207914602035,0.30337078651685395,0.08880417499022261,0.1516464967895345
2021-06-17,0.48570545630385137,0.7128191372737138,0.35729029790734784,0.2247191011235955,0.08315685601797893,0.14994760549852848
2021-06-18,0.4524332850921203,0.6862208742489553,0.3263276120927478,0.21348314606741575,0.12480588392929046,0.13982530567915372
2021-06-19,0.449917234927854,0.6928426708607229,0.30599860668224027,0.19101123595505615,0.11158172626156995,0.13481267000403374
2021-06-20,0.451127372931961,0.6994644674724906,0.28566960127173274,0.16853932584269662,0.09835756859384945,0.1346910781129242
2021-06-21,0.39208401079569727,0.7060862640842582,0.2653405958612252,0.19101123595505615,0.08513341092612894,0.10116176354975717
2021-06-22,0.4042545260134866,0.7055529286758679,0.2542690973997835,0.0449438202247191,0.06776789498827673,0.10160467275224
2021-06-23,0.42212735992789524,0.7006199385203349,0.2587727523311019,0.0898876404494382,0.06296766712973437,0.11428574601012872
2021-06-24,0.435919354547567,0.6995533439924126,0.2824169675644251,0.1797752808988764,0.05802626639508876,0.11866679617388924
2021-06-25,0.3915126921474382,0.701353227026335,0.24188403739069048,0.23595505617977525,0.05308485219617265,0.10906157557725712
2021-06-26,0.39956549215292086,0.6992200379704905,0.25639582632222835,0.15730337078651685,0.05374370832031283,0.11298540509766669
2021-06-27,0.43573153397207526,0.697086848914646,0.2709076152537663,0.1797752808988764,0.05440256444445302,0.1215627040551743
2021-06-28,0.43257047067420434,0.6949536598588015,0.28541940418530415,0.21348314606741575,0.0550614205685932,0.12542615095684118
2021-06-29,0.4536156084461163,0.6932204532870352,0.3195721475917039,0.21348314606741575,0.05873218463268684,0.12905986934018918
2021-06-30,0.4414748290965384,0.6862208742489553,0.31018952420348994,0.24719101123595505,0.05604969802266821,0.1355980942786806
2021-07-01,0.4199117653346216,0.6877541277231116,0.2842934994004414,0.24719101123595505,0.051108283823752126,0.12726910140352746
2021-07-02,0.4246822359027288,0.7000866031119446,0.28860949756897164,0.16853932584269662,0.04531977851113472,0.12965455805273496
2021-07-03,0.4360090496254507,0.6975534506442365,0.2971164132587515,0.20224719101123595,0.05015530295477053,0.13142817292669554
2021-07-04,0.44510036837636585,0.6950202981765284,0.3056233289485313,0.23595505617977525,0.05499082739840634,0.13077722748269188
2021-07-05,0.42246469141645776,0.6924871457088204,0.31413024463831113,0.25842696629213485,0.05982635184204215,0.12564598177417802
2021-07-06,0.4296467781738785,0.6899539932411123,0.33101892378685477,0.15730337078651685,0.06466187628567796,0.1306167828712472
2021-07-07,0.4240697401023467,0.6886207691534241,0.3477200535482134,0.24719101123595505,0.061273484902331754,0.13960308347097558
2021-07-08,0.409711817715056,0.6747550402904348,0.30943893294420416,0.15730337078651685,0.10080474463657854,0.12649398077583876
2021-07-09,0.4232282465743498,0.6860209211513453,0.30390318371348324,0.15730337078651685,0.06099111222158432,0.12672972467544052
2021-07-10,0.4191542319051041,0.6946425538946454,0.2983674344827623,0.15730337078651685,0.06094405010812642,0.1210180574102334
2021-07-11,0.42972007121066574,0.7032641866379453,0.2928316852520414,0.15730337078651685,0.06089698799466851,0.1225241243625702
2021-07-12,0.41380028453240064,0.7118858193812454,0.2872959360213205,0.21348314606741575,0.060849925881210604,0.11737839745396182
2021-07-13,0.40713747148514473,0.7081527766779467,0.27303434417621125,0.15730337078651685,0.07426233200276272,0.11069584764969669
2021-07-14,0.4089039885161625,0.7014199034884911,0.27453556248665073,0.16853932584269662,0.06310885347010808,0.11905363316581245
2021-07-15,0.3936114365353487,0.705219622653946,0.2595233793822556,0.15730337078651685,0.07270930918719284,0.10810668730965922
2021-07-16,0.38833795092368795,0.7045530106101019,0.2629010937368437,0.1797752808988764,0.09303968441581109,0.10004964871518003
2021-07-17,0.38997537356831435,0.7014421035462571,0.2590229494175306,0.10112359550561797,0.11209940053342657,0.10141046081641593
2021-07-18,0.3938475169625278,0.6983311964824123,0.2551448050982175,0.14606741573033707,0.13115911665104205,0.10152748397008486
2021-07-19,0.37947459760409474,0.6952202894185675,0.2512666607789044,0.20224719101123595,0.15021883276865752,0.09261044513472287
2021-07-20,0.36463912348180577,0.7202186225070135,0.23831863048144625,0.14606741573033707,0.11111110512699088,0.08890320624467692
2021-07-21,0.39845580231308064,0.7560829302611505,0.26890600277046955,0.0449438202247191,0.08541578360687638,0.10102895278803413
2021-07-22,0.4014275252659177,0.7498166397290709,0.28373052911207625,0.16853932584269662,0.0823097649042776,0.10520435072027919
2021-07-23,0.4200502650872361,0.7659489105722168,0.2790392174179693,0.19101123595505615,0.07539179579721145,0.10834575258542944
